Depth,Exp
0.00032981,c
0.0003878,c
0.00044104,c
0.0005291,c
0.00060295,c
0.0006207,c
0.00066056,c
0.00076734,c
0.0007708,c
0.00072164,c
0.00072348,c
0.00074264,c
0.00079298,c
0.00082781,c
0.00080076,c
0.00078494,c
0.00075505,c
0.00069863,c
0.00069808,c
0.00070484,c
0.00070609,c
0.00069443,c
0.00068595,c
0.00071758,c
0.00070514,c
0.00069547,c
0.00068625,c
0.00065763,c
0.00067876,c
0.00066935,c
0.00065627,c
0.00066745,c
0.00066082,c
0.00067427,c
0.0007123,c
0.00071125,c
0.00072122,c
0.00074258,c
0.00070497,c
0.00071409,c
0.00076268,c
0.00076402,c
0.00073576,c
0.00071169,c
0.00066017,c
0.00062006,c
0.00062245,c
0.00060771,c
0.00063448,c
0.00068462,c
0.00071202,c
0.00072217,c
0.00074269,c
0.00071215,c
0.00068658,c
0.00070669,c
0.00069773,c
0.00072601,c
0.00074262,c
0.00072508,c
0.00073885,c
0.00077687,c
0.00076818,c
0.00071619,c
0.00070448,c
0.00071654,c
0.00072278,c
0.00072406,c
0.00075338,c
0.0008151,c
0.00082158,c
0.00078634,c
0.00075654,c
0.00072925,c
0.000708,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
-0.00015308,c
-0.00015026,c
-0.00011055,c
-9.75E-05,c
-0.00011097,c
-0.00012779,c
-0.00013171,c
-0.00012508,c
-0.00016554,c
-0.00034206,c
-0.00053425,c
-0.00061506,c
-0.00066296,c
-0.00065565,c
-0.00054258,c
-0.00038386,c
-0.00023069,c
-0.00011868,c
-1.20E-05,c
7.47E-05,c
0.0001827,c
0.00026274,c
0.00030742,c
0.00039634,c
0.00054952,c
0.00079,c
0.00096199,c
0.00096798,c
0.00093782,c
0.00095947,c
0.0009478,c
0.00095298,c
0.00098454,c
0.0009915,c
0.00098673,c
0.00099441,c
0.0009894,c
0.00096967,c
0.00095015,c
0.00090765,c
0.00088334,c
0.00086446,c
0.00087808,c
0.00091073,c
0.00090753,c
0.00089733,c
0.0009049,c
0.00092155,c
0.00092466,c
0.00091754,c
0.00091909,c
0.00096208,c
0.00095065,c
0.00088893,c
0.00089987,c
0.0009314,c
0.00097796,c
0.00099474,c
0.00094251,c
0.00090043,c
0.00088053,c
0.00087397,c
0.00088614,c
0.00096511,c
0.0010366,c
0.0010001,c
0.00093176,c
0.0008634,c
0.00078523,c
0.00074095,c
0.0007811,c
0.00084677,c
0.00087999,c
0.0009622,c
0.00103,c
0.0010165,c
0.00099483,c
0.0010044,c
0.0010064,c
0.0010112,c
0.001023,c
0.0010085,c
0.0010513,c
0,c
0.0010097,c
0.00098256,c
0.00092301,c
0.00093053,c
0.00088045,c
0.00082705,c
0.00085802,c
0.00090346,c
0.00091063,c
0.00091921,c
0.00093994,c
0.00093151,c
0.00095691,c
0.0010126,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
-0.00026322,c
-0.00027011,c
-0.00026617,c
-0.00030298,c
-0.00023581,c
-0.00019911,c
-0.00036331,c
-0.00052668,c
-0.00054821,c
-0.00050254,c
-0.00056141,c
-0.0005487,c
-0.00041665,c
-0.00031253,c
-0.00017926,c
-5.96E-05,c
3.68E-05,c
0.00011618,c
0.00021826,c
0.00033244,c
0.00033413,c
0.00038104,c
0.00051084,c
0.00060156,c
0.00072106,c
0.00086481,c
0.00098689,c
0.0010804,c
0.0011604,c
0.001236,c
0.0012693,c
0.0012512,c
0.0012637,c
0.0013064,c
0.0013068,c
0.0013277,c
0.00133,c
0.0013458,c
0.0013521,c
0.0013111,c
0.001316,c
0.0013306,c
0.0013339,c
0.0013237,c
0.0013186,c
0.0013113,c
0.0013232,c
0.0013247,c
0.0013095,c
0.001334,c
0.001349,c
0.0013735,c
0.001349,c
0.001274,c
0.001254,c
0.0012583,c
0.0012993,c
0.0013315,c
0.0012892,c
0.0012428,c
0.0011977,c
0.0011634,c
0.0011499,c
0.001117,c
0.0010822,c
0.0010843,c
0.0011189,c
0.0011311,c
0.0011555,c
0.0011876,c
0.0011992,c
0.0012338,c
0.0012686,c
0.0012692,c
0.0012351,c
0.0012273,c
0.0012119,c
0.0011718,c
0.0011888,c
0.0012077,c
0.0011758,c
0.0011584,c
0,c
0.001168,c
0.0012009,c
0.0012467,c
0.0012776,c
0.0013041,c
0.0012972,c
0.0012676,c
0.00125,c
0.0012693,c
0.001284,c
0.0012278,c
0.0012005,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
